stop_id,stop_code,stop_name,tts_stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
238,4244,Bagatelle,Bagatelle,43.595085,3.844174,,,1
242,4263,Place du Forum,PLace DU FORUM,43.644798,3.923974,,,1
243,4264,Saint-Exupéry,SAINT EXUPéRY,43.641544,3.923203,,,1
249,5102,Castelle,CASTELLE,43.586628,3.872173,,,1
250,5103,Passerines,PASSEuRINES,43.588413,3.872394,,,1
251,5104,Les Pins,LES PINS,43.590958,3.873476,,,1
254,40202,Le Saint-Georges,le saint j'orge,43.6106,3.784369,,,1
264,5125,Vert-Bois,VERT BOIS,43.634731,3.867698,,,1
265,5126,CNRS,C N R S,43.638836,3.865456,,,1
266,5127,Montmaur,MONTMAUR,43.640919,3.863544,,,1
268,5161,Lavalette,LAVALETTE,43.637791,3.869377,,,1
274,5202,Lycée Frédéric Bazille,"LYCéE, Frédéric, basille",43.645576,3.862344,,,1
280,5212,Rondelet,RONdeu LET,43.604084,3.874844,,,1
289,5228,Castelle,CASTELLE,43.58662,3.871937,,,1
290,5230,Hortus,HoRTUSse,43.642967,3.859811,,,1
298,5283,Zoo,ZOO,43.639904,3.873098,,,1
299,5284,Lavalette,LAVALETTE,43.637669,3.869225,,,1
309,40102,Le Saint-Georges,le saint j'orge,43.6106,3.784369,,,1
314,6101,Estanove,Esstanov,43.601154,3.849085,,,1
318,6105,Le Grand M,LE GRAND taime,43.590973,3.854591,,,1
319,6106,Avenue de Toulouse,"AVeunue, DE TOULOUSE",43.591324,3.857729,,,1
320,6107,Ronceray,RONCERAY,43.593761,3.860317,,,1
322,6109,Guillaume Janvier,"guillaume, janvier",43.597649,3.86454,,,1
324,6115,Université Montpellier - Triolet,université - montpellier - triolet,43.629166,3.861386,,,1
325,6116,Eugène Bataillon,"EUgèNE, BATAILLON",43.631794,3.860429,,,1
326,6117,Gascogne,GASCOGNE,43.634201,3.860035,,,1
328,6119,École d'Architecture,"école, d'ARCHITECTURE",43.637737,3.859077,,,1
329,6120,Maurice Chauvet,MAURICE CHAUVET,43.63871,3.856516,,,1
330,23159,Pic Saint-Loup,"pique, Saint LOUP",43.639137,3.853532,,,1
332,23259,Pic Saint-Loup,"pique, Saint LOUP",43.639149,3.85326,,,1
339,12230,Saint-Cléophas,SAINT CLéo PHASse,43.59465,3.875728,,,1
340,6212,Guillaume Janvier,"guillaume, janvier",43.598419,3.865241,,,1
342,6214,Ronceray,RONCERAY,43.593914,3.860321,,,1
343,6215,Avenue de Toulouse,"AVeunue, DE TOULOUSE",43.591816,3.858089,,,1
344,6216,Le Grand M,LE GRAND taime,43.590622,3.855262,,,1
352,7101,Saint-Priest,SAINT PRIEST,43.635159,3.843685,,,1
353,7104,Château d'Ô,CHATEAU D'eau,43.631931,3.842399,,,1
354,7106,Pléiade,PLEIADE,43.628513,3.8457,,,1
355,7107,Font Trouvé,FONT TROUVé,43.626984,3.847677,,,1
356,7108,Gardioles,GARDIOLES,43.625069,3.850844,,,1
357,7109,Cervantès,CERVANTèSse,43.622181,3.855037,,,1
358,7110,La Source,LA SOURCE,43.621075,3.856814,,,1
359,7111,Cité Roger,"CITé, ROGER",43.620445,3.858208,,,1
360,7113,Collège Camille Claudel,"collège, Camille, claudel",43.616398,3.862035,,,1
361,7114,Sainte-Thérèse,Sainte THéRèSE,43.614269,3.865183,,,1
362,7115,Max Rouquette - Paladilhe,max rouquette - PALADILHE,43.612049,3.867189,,,1
366,7119,Mas de Merle,"MAS, DE MERLE",43.604485,3.8573,,,1
367,7120,Étoile,éTOILE,43.605183,3.854783,,,1
368,7121,Figairasse,fi gué rasse,43.60717,3.850419,,,1
369,7122,François Dezeuze,"FRANçOIS, DEZEUZE",43.608654,3.845683,,,1
371,7124,Lycée Jules Ferry,"LYCéE, Jules, FAI Ri",43.608704,3.840971,,,1
372,7125,Martellière,MARTEu LIERE,43.606712,3.837466,,,1
374,7127,Valencia,valencia,43.609257,3.832733,,,1
375,7128,Croix des Rosiers,"CROIX, des ROSIERS",43.610649,3.830939,,,1
376,7129,Grèzes,GREZES,43.609634,3.827658,,,1
377,7131,La Martelle,LA MARTELLE,43.607285,3.82657,,,1
378,7132,Hôtel du Département,"Hôtel, du département",43.62183,3.83503,,,1
381,7161,Sophie Germain,"SOPHIE, GERMAIN",43.605034,3.835344,,,1
382,7162,Ormeaux,ORMEAUX,43.602024,3.833756,,,1
384,7165,Les Bouisses,LES BOUISSES,43.598625,3.8353,,,1
385,7201,La Martelle,LA MARTELLE,43.607407,3.826697,,,1
386,7202,Grèzes,GREZES,43.609756,3.827773,,,1
387,7203,Croix des Rosiers,"CROIX, des ROSIERS",43.610882,3.830437,,,1
390,7206,Martellière,MARTEu LIERE,43.607178,3.838271,,,1
391,7207,Lycée Jules Ferry,"LYCéE, Jules, FAI Ri",43.608658,3.84092,,,1
393,7209,François Dezeuze,"FRANçOIS, DEZEUZE",43.608597,3.84656,,,1
394,7210,Figairasse,fi gué rasse,43.607059,3.85054,,,1
395,7211,Étoile,éTOILE,43.605137,3.854831,,,1
396,7212,Mas de Merle,"MAS, DE MERLE",43.604305,3.857679,,,1
397,7213,Cité Créative,Cité créative,43.60305,3.862705,,,1
